Probe_ID,M,U,col
cg14884775,NA,97612337,NA
cg14884895,NA,9684568,NA
cg14885144,NA,5616961,NA
cg14885282,NA,7797211,NA
cg14885704,NA,2713469,NA
cg14887057,NA,2780534,NA
cg14887777,NA,66762928,NA
cg14887878,NA,76624894,NA
cg14888659,NA,41687176,NA
cg14890027,NA,46692139,NA
cg14890201,NA,79753169,NA
cg14890310,NA,4704588,NA
cg14890920,NA,19682155,NA
cg14891195,NA,92802267,NA
cg14891628,NA,7639288,NA
cg14891941,NA,97753161,NA
cg14892771,NA,5706125,NA
cg14893478,NA,97753211,NA
cg14894144,NA,52802238,NA
cg14894237,NA,2604975,NA
cg14894602,NA,74612830,NA
cg14894872,NA,19642253,NA
cg14896592,NA,99762880,NA
cg14897083,NA,89708490,NA
cg14898663,NA,9668581,NA
cg14899396,NA,66705174,NA
cg14900302,NA,80667206,NA
cg14902107,24707925,39704595,G
cg14902547,NA,42622888,NA
cg14903584,82625453,53720188,R
cg14903956,NA,69725932,NA
cg14904697,NA,9793332,NA
cg14904959,NA,38682555,NA
cg14905297,NA,60788112,NA
cg14905969,55607593,88778371,G
cg14905985,NA,41790100,NA
cg14906874,NA,8767858,NA
cg14907310,3611539,59784162,R
cg14907393,NA,9712429,NA
cg14907557,51667927,78774406,G
cg14908168,NA,75710218,NA
cg14910835,NA,66771952,NA
cg14911328,NA,96621315,NA
cg14911432,NA,37716858,NA
cg14912280,NA,76764342,NA
cg14912619,NA,69692837,NA
cg14913096,NA,86706237,NA
cg14914422,NA,26784238,NA
cg14915305,NA,78794441,NA
cg14916197,NA,30726103,NA
cg14916213,NA,87710308,NA
cg14917766,NA,81602566,NA
cg14918082,NA,2675183,NA
cg14918356,NA,82705113,NA
cg14918451,NA,91616375,NA
cg14918572,NA,72637187,NA
cg14919009,NA,73614980,NA
cg14919591,NA,2636175,NA
cg14920842,NA,53715974,NA
cg14921004,NA,90764387,NA
cg14922886,NA,5749597,NA
cg14922946,NA,75706158,NA
cg14923015,NA,76609877,NA
cg14923310,NA,47698949,NA
cg14924324,NA,62621588,NA
cg14924417,NA,63776570,NA
cg14925722,NA,78793205,NA
cg14927488,NA,69758226,NA
cg14927901,NA,8640585,NA
cg14928175,NA,90772195,NA
cg14929217,NA,76666978,NA
cg14929816,NA,84657463,NA
cg14930197,NA,9690346,NA
cg14933432,NA,13675924,NA
cg14933452,NA,4704988,NA
cg14935662,NA,70617295,NA
cg14935719,NA,81752217,NA
cg14936008,NA,43737930,NA
cg14936776,NA,98616378,NA
cg14937633,NA,87707992,NA
cg14937700,NA,7637216,NA
cg14940139,NA,92745876,NA
cg14940373,78653383,21801953,R
cg14940505,NA,22603534,NA
cg14940779,NA,87629520,NA
cg14941078,9701885,7741420,R
cg14941902,NA,69774528,NA
cg14941905,NA,97604869,NA
cg14942857,NA,90714967,NA
cg14944271,NA,36657566,NA
cg14944561,NA,90774432,NA
cg14944600,NA,46803253,NA
cg14945150,NA,5771499,NA
cg14945523,89796320,69810892,R
cg14946072,NA,81715906,NA
cg14946449,NA,15692567,NA
cg14947020,NA,51731947,NA
cg14947554,NA,8680117,NA
cg14947716,NA,12740849,NA
cg14947731,NA,5625380,NA
cg14948911,NA,76687980,NA
cg14948918,NA,97787115,NA
cg14950255,NA,2788114,NA
cg14950680,NA,3670487,NA
cg14951474,1711915,43666905,G
cg14953793,NA,19637943,NA
cg14955266,NA,75780338,NA
cg14956276,NA,40641278,NA
cg14956305,NA,26601186,NA
cg14956645,NA,80653538,NA
cg14956793,NA,15787219,NA
cg14956865,NA,3767571,NA
cg14957178,NA,28672542,NA
cg14958087,NA,20727520,NA
cg14961949,NA,5772345,NA
cg14962070,NA,93609367,NA
cg14962509,99805303,9750373,R
cg14962578,NA,99787189,NA
cg14962584,NA,3745238,NA
cg14963014,NA,80784100,NA
cg14963393,NA,51722986,NA
cg14963491,NA,93711986,NA
cg14963908,NA,2805880,NA
cg14964605,NA,56700821,NA
cg14965437,NA,7779477,NA
cg14967161,NA,89708311,NA
cg14967435,NA,58725116,NA
cg14969094,26658181,54754925,R
cg14969291,NA,59746930,NA
cg14972143,NA,26604250,NA
cg14972951,NA,40784966,NA
cg14973446,NA,75606285,NA
cg14973588,NA,3769492,NA
cg14973983,NA,87758580,NA
cg14974683,NA,58796572,NA
cg14974751,NA,9675584,NA
cg14977462,NA,93657927,NA
cg14978459,NA,42704123,NA
cg14978835,NA,95684855,NA
cg14979152,NA,3688495,NA
cg14980293,NA,84617386,NA
cg14980485,NA,19645239,NA
cg14980708,NA,61602112,NA
cg14980868,NA,11690836,NA
cg14981172,NA,89755465,NA
cg14983365,NA,19749920,NA
cg14984405,NA,5758563,NA
cg14986844,NA,68617834,NA
cg14986854,NA,2762122,NA
cg14987294,NA,40724287,NA
cg14987417,NA,62740211,NA
cg14988225,NA,42711885,NA
cg14988230,NA,96681228,NA
cg14988489,NA,95650434,NA
cg14988533,NA,43781210,NA
cg14988765,NA,21615848,NA
cg14990698,NA,9767285,NA
cg14991111,NA,73776125,NA
cg14991183,NA,20704582,NA
cg14991487,NA,81673876,NA
cg14992209,NA,9777451,NA
cg14992253,NA,2736928,NA
cg14992303,NA,93624247,NA
cg14992370,NA,2731403,NA
cg14992439,NA,59704561,NA
cg14992835,NA,76629441,NA
cg14994401,NA,97700389,NA
cg14994435,NA,69770992,NA
cg14995160,NA,88754359,NA
cg14995773,NA,28600579,NA
cg14997873,NA,92712432,NA
cg14998177,NA,88767193,NA
cg14999831,NA,91627551,NA
cg15003065,NA,54708868,NA
cg15003533,NA,88657444,NA
cg15003795,NA,17723858,NA
cg15004147,NA,71753216,NA
cg15004491,NA,1661125,NA
cg15005306,NA,3697214,NA
cg15006148,NA,89716314,NA
cg15006883,NA,3666898,NA
cg15007115,NA,93788980,NA
cg15007639,NA,63674953,NA
cg15007954,NA,42640122,NA
cg15008364,NA,98755551,NA
cg15008665,NA,29656298,NA
cg15009537,NA,84758281,NA
cg15010148,NA,27716285,NA
cg15012446,NA,71699234,NA
cg15012573,NA,78730959,NA
cg15012627,NA,61716586,NA
cg15012766,42758533,97603387,G
cg15013019,NA,8778990,NA
cg15013603,NA,24612595,NA
cg15014975,98639956,5754334,R
cg15015141,NA,61623907,NA
cg15015161,NA,90668483,NA
cg15015340,72787253,97675477,R
cg15016062,NA,52683209,NA
cg15022476,NA,2690267,NA
cg15022739,NA,78740267,NA
cg15022918,NA,81790257,NA
cg15023125,NA,4737140,NA
cg15023416,NA,55701566,NA
cg15024034,NA,56754936,NA
cg15024159,NA,49649231,NA
cg15025366,NA,20754927,NA
cg15026078,NA,81710136,NA
cg15027358,NA,60758952,NA
cg15027745,NA,75600489,NA
cg15028045,NA,70755528,NA
cg15028514,NA,60650873,NA
cg15029631,90606258,71782261,R
cg15030128,NA,45653236,NA
cg15030317,NA,80810929,NA
cg15031516,NA,64643933,NA
cg15032244,NA,82737477,NA
cg15033935,NA,45796281,NA
cg15034063,NA,6720324,NA
cg15034893,NA,89790989,NA
cg15035143,NA,41656539,NA
cg15035590,NA,8743561,NA
cg15036140,NA,90741137,NA
cg15040078,NA,87672199,NA
cg15040162,NA,10704137,NA
cg15041810,NA,93772242,NA
cg15042350,NA,28789594,NA
cg15042650,NA,58697579,NA
cg15042747,NA,75681855,NA
cg15043841,NA,63647879,NA
cg15043858,NA,5629179,NA
cg15043910,NA,32809879,NA
cg15044168,NA,75707503,NA
cg15044533,NA,99810118,NA
cg15044753,NA,84629221,NA
cg15044985,NA,87784419,NA
cg15045484,NA,97745161,NA
cg15046169,NA,70737266,NA
cg15046674,NA,30767211,NA
cg15047244,NA,38753579,NA
cg15047641,NA,3638217,NA
cg15048337,NA,42790130,NA
cg15048714,NA,7723423,NA
cg15049570,NA,4728234,NA
cg15049770,NA,61709100,NA
cg15050015,NA,62661219,NA
cg15050504,45702827,16789988,G
cg15051314,NA,2731961,NA
cg15051610,NA,63639261,NA
cg15051865,NA,31716871,NA
cg15051960,NA,78626188,NA
cg15052029,NA,9716561,NA
cg15052056,NA,51713992,NA
cg15053082,NA,75740387,NA
cg15053656,NA,3640467,NA
cg15053735,NA,2629154,NA
cg15054595,NA,39771599,NA
cg15054687,NA,13767245,NA
cg15054697,NA,59639870,NA
cg15055182,5722869,13681846,R
cg15055738,44740125,61762226,R
cg15055822,NA,45761908,NA
cg15056231,NA,89768100,NA
cg15056990,NA,86772499,NA
cg15059951,NA,51675151,NA
cg15059991,NA,73713599,NA
cg15060066,NA,34710885,NA
cg15060115,NA,77747585,NA
cg15060270,NA,2694281,NA
cg15060871,NA,86734943,NA
cg15061481,NA,97794238,NA
cg15061507,NA,17711564,NA
cg15061730,NA,67710830,NA
cg15062055,NA,56640112,NA
cg15062191,NA,9767364,NA
cg15062281,NA,21701951,NA
cg15063099,NA,5626868,NA
cg15063450,NA,94739885,NA
cg15064988,NA,97792833,NA
cg15066284,NA,3787576,NA
cg15066542,NA,53715188,NA
cg15068147,NA,10657242,NA
cg15069444,NA,87667575,NA
cg15070011,NA,79643185,NA
cg15070052,NA,76730993,NA
cg15071934,NA,26710525,NA
cg15072557,NA,96793271,NA
cg15073168,NA,6677223,NA
cg15074930,NA,99810582,NA
cg15075184,NA,92672822,NA
cg15076225,NA,43713544,NA
cg15078491,NA,82710905,NA
cg15078584,NA,9749440,NA
cg15079402,NA,73697128,NA
cg15079688,NA,75654270,NA
cg15082058,NA,21679885,NA
cg15084433,NA,94643238,NA
cg15084504,NA,2793334,NA
cg15085244,NA,49681133,NA
cg15085822,NA,8640185,NA
cg15086439,NA,79667117,NA
cg15087459,NA,6741351,NA
cg15089111,NA,65781885,NA
cg15089373,NA,43611122,NA
cg15090492,NA,13719889,NA
cg15091323,NA,76776949,NA
cg15091495,NA,50614125,NA
cg15092420,NA,37664298,NA
cg15093444,NA,43772216,NA
cg15093482,9741907,9690182,R
cg15094970,NA,79664958,NA
cg15096829,65609567,97602104,R
cg15099692,NA,30723527,NA
cg15099808,NA,74741562,NA
cg15100050,NA,63753541,NA
cg15100168,NA,8777504,NA
cg15101414,NA,56604566,NA
cg15102419,NA,5781468,NA
cg15103858,NA,81695591,NA
cg15103885,NA,7625558,NA
cg15104569,NA,16741977,NA
cg15104878,NA,99784279,NA
cg15105417,NA,4700876,NA
cg15105994,NA,61686905,NA
cg15107372,NA,50652532,NA
cg15109083,NA,98672437,NA
cg15109221,NA,60712938,NA
cg15109689,NA,98640392,NA
cg15112197,NA,35704990,NA
cg15112657,NA,5706119,NA
cg15112775,NA,22741234,NA
cg15112783,NA,92742855,NA
cg15114607,NA,5773855,NA
cg15114762,NA,45793223,NA
cg15115387,NA,31653866,NA
cg15115389,NA,8799138,NA
cg15116007,NA,49632184,NA
cg15116103,NA,96770861,NA
cg15117996,NA,86630451,NA
cg15119729,NA,76739945,NA
cg15122264,NA,78641546,NA
cg15124909,NA,45774841,NA
cg15124968,NA,41677254,NA
cg15125251,NA,9710977,NA
cg15125635,NA,5689437,NA
cg15126562,NA,41737569,NA
cg15127889,NA,45753894,NA
cg15127930,NA,49640889,NA
cg15129042,NA,4675835,NA
cg15129083,NA,24656979,NA
cg15129763,NA,86609155,NA
cg15130748,NA,1640828,NA
cg15131439,5620890,58653267,R
cg15131523,NA,96767821,NA
cg15133623,NA,89715398,NA
cg15136704,NA,46735200,NA
cg15136851,NA,75808872,NA
cg15136978,NA,71637866,NA
cg15139258,NA,99605435,NA
cg15143618,NA,5647932,NA
cg15144104,NA,3647236,NA
cg15146514,NA,95687981,NA
cg15146917,NA,15789591,NA
cg15147429,7741442,26700873,R
cg15147458,NA,11723567,NA
cg15148667,NA,17800931,NA
cg15148708,NA,55697885,NA
cg15148945,NA,91685165,NA
cg15149363,NA,2682364,NA
cg15149655,76686317,51664922,R
cg15151468,NA,1771504,NA
cg15152195,NA,67767908,NA
cg15153141,NA,93701180,NA
cg15154755,NA,9672830,NA
cg15154886,NA,58762244,NA
cg15155511,NA,10764566,NA
cg15155687,NA,57664141,NA
cg15155774,NA,92639930,NA
cg15156295,NA,93719872,NA
cg15156555,NA,62637848,NA
cg15156881,NA,58766247,NA
cg15157840,NA,41769210,NA
cg15157953,NA,66778520,NA
cg15158016,NA,93642422,NA
cg15158427,NA,90694323,NA
cg15158437,NA,50712884,NA
cg15158588,NA,82716869,NA
cg15159280,NA,76799863,NA
cg15159458,NA,55784563,NA
cg15160556,NA,62784234,NA
cg15160939,NA,4758588,NA
cg15161323,NA,2600252,NA
cg15161539,NA,75737509,NA
cg15162620,NA,95806848,NA
cg15164437,NA,40692936,NA
cg15166827,NA,30748550,NA
cg15167046,NA,89636139,NA
cg15167520,NA,51720980,NA
cg15168457,NA,5805935,NA
cg15169047,NA,5782531,NA
cg15169412,75635581,50664938,R
cg15169638,NA,26609881,NA
cg15169791,NA,26805553,NA
cg15169943,NA,92692248,NA
cg15169972,NA,56632141,NA
cg15170039,NA,59664165,NA
cg15170459,NA,5792214,NA
cg15171237,NA,70675581,NA
cg15171944,NA,81724458,NA
cg15172854,NA,5742447,NA
cg15173558,NA,21735885,NA
cg15175780,NA,73757226,NA
cg15175802,NA,56667176,NA
cg15176693,NA,15705230,NA
cg15177237,NA,43695285,NA
cg15177520,NA,52661580,NA
cg15178535,NA,51694273,NA
cg15178575,NA,50640139,NA
cg15179336,NA,62697580,NA
cg15179595,NA,15780588,NA
cg15180682,NA,10697248,NA
cg15181287,NA,26716163,NA
cg15181799,NA,87653251,NA
cg15182157,NA,51627115,NA
cg15182757,NA,20789569,NA
cg15182846,NA,92627216,NA
cg15183682,NA,3796488,NA
cg15185286,NA,88745100,NA
cg15185648,NA,80690327,NA
cg15185840,NA,56702587,NA
cg15186385,NA,9652579,NA
cg15186549,NA,19749910,NA
cg15187227,NA,3686868,NA
cg15187499,NA,86697396,NA
cg15188010,NA,66702122,NA
cg15188056,NA,3601492,NA
cg15188722,NA,94732386,NA
cg15188939,NA,97623189,NA
cg15189202,NA,9780927,NA
cg15189773,NA,5603185,NA
cg15189866,NA,50700820,NA
cg15190612,NA,24704279,NA
cg15193680,NA,41773539,NA
cg15195246,7604160,2646415,R
cg15195312,NA,46786261,NA
cg15195386,NA,6670579,NA
cg15195387,NA,18754522,NA
cg15195644,NA,32712836,NA
cg15195766,NA,30682868,NA
cg15197087,NA,63667827,NA
cg15197222,NA,33758958,NA
cg15197716,NA,34701869,NA
cg15198945,NA,9679855,NA
cg15201218,NA,9782883,NA
cg15201333,47778150,3746354,R
cg15201877,NA,13727543,NA
cg15203775,NA,91762544,NA
cg15204258,NA,2742472,NA
cg15204535,NA,76626902,NA
cg15205726,NA,90671542,NA
cg15207000,NA,97622481,NA
cg15208491,NA,19697585,NA
cg15211069,NA,2710566,NA
cg15211207,90700905,87608421,R
cg15211532,NA,99677189,NA
cg15211731,3632545,75809255,G
cg15212784,NA,44655533,NA
cg15213173,NA,68605122,NA
cg15214658,NA,87703462,NA
cg15214797,NA,27792176,NA
cg15214933,94726181,41618234,R
cg15215577,NA,88653392,NA
cg15215714,NA,73735223,NA
cg15215738,NA,2621420,NA
cg15216075,NA,61717822,NA
cg15216622,NA,3768879,NA
cg15217416,NA,19694181,NA
cg15217778,NA,60692525,NA
cg15218687,NA,69607841,NA
cg15218912,NA,34771175,NA
cg15219744,NA,74681255,NA
cg15219830,NA,4787347,NA
cg15221004,64778550,99694483,R
cg15221079,NA,13749531,NA
cg15221192,NA,92769300,NA
cg15222697,NA,40810525,NA
cg15223146,NA,58707220,NA
cg15224488,NA,20769827,NA
cg15224507,NA,33758822,NA
cg15224658,NA,5799205,NA
cg15225054,NA,61646557,NA
cg15227204,NA,2652922,NA
cg15227756,NA,87698442,NA
cg15228986,NA,13715185,NA
cg15229748,9796273,88802271,G
cg15229803,NA,97710351,NA
cg15229894,8723116,89802830,G
cg15233711,17805848,82783543,R
cg15234261,NA,76658875,NA
cg15235378,NA,8603194,NA
cg15236866,NA,90788193,NA
cg15237024,NA,9710123,NA
cg15237513,NA,14725859,NA
cg15237598,NA,28604988,NA
cg15237862,NA,90603267,NA
cg15237969,NA,9792902,NA
cg15238085,NA,31699934,NA
cg15239238,NA,52715586,NA
cg15240113,NA,6714381,NA
cg15240455,NA,97637139,NA
cg15241261,NA,5716442,NA
cg15241779,NA,2745239,NA
cg15241817,NA,11750586,NA
cg15242494,NA,5603139,NA
cg15243041,NA,92724111,NA
cg15243353,NA,45802883,NA
cg15243979,NA,30772945,NA
cg15244175,NA,36735583,NA
cg15245927,NA,8653591,NA
cg15246718,NA,20738223,NA
cg15247199,NA,45802837,NA
cg15248086,NA,96635376,NA
cg15248167,NA,49655128,NA
cg15248423,NA,97742116,NA
cg15249459,NA,88810133,NA
cg15251010,NA,79742966,NA
cg15251262,NA,39787154,NA
cg15252084,NA,75741936,NA
cg15252495,NA,5712235,NA
cg15253243,NA,41646110,NA
cg15254020,NA,9749271,NA
cg15254841,NA,88798429,NA
cg15255894,NA,65632855,NA
cg15256103,NA,15643859,NA
cg15256758,NA,75621599,NA
cg15257614,NA,10712921,NA
cg15257945,NA,7784916,NA
cg15258250,NA,3802125,NA
cg15258337,NA,84700408,NA
cg15258980,NA,97794936,NA
cg15259454,NA,79672585,NA
cg15260750,NA,13653520,NA
cg15260786,NA,60772154,NA
cg15260970,NA,7635492,NA
cg15261209,NA,90643490,NA
cg15262576,NA,9743391,NA
cg15262928,NA,12603273,NA
cg15264026,NA,45632989,NA
cg15264261,NA,63730826,NA
cg15264681,NA,45675990,NA
cg15264989,NA,87668900,NA
cg15265125,NA,30773935,NA
cg15265788,NA,66632830,NA
cg15268173,NA,49793836,NA
cg15269502,NA,98706967,NA
cg15270823,NA,53664242,NA
cg15271917,NA,8782924,NA
cg15273822,NA,53799956,NA
cg15274505,NA,75664307,NA
cg15275446,63617295,5716553,G
cg15277209,NA,41615122,NA
cg15277613,NA,64618959,NA
cg15277914,93799383,91808339,G
cg15278703,NA,70630223,NA
cg15278881,NA,6713536,NA
cg15279186,NA,91663280,NA
cg15279296,NA,85787442,NA
cg15279950,NA,97777107,NA
cg15281901,NA,3731450,NA
cg15282097,NA,14776191,NA
cg15282325,NA,53700160,NA
cg15283949,2657441,75732227,G
cg15284809,NA,51804140,NA
cg15286080,76692916,53763949,R
cg15286989,NA,69692271,NA
cg15287456,NA,75706361,NA
cg15287673,NA,8701324,NA
cg15287882,NA,9642134,NA
cg15288049,NA,6741922,NA
cg15290048,NA,8690877,NA
cg15290841,NA,61808226,NA
cg15291358,NA,6716382,NA
cg15291806,NA,3603567,NA
cg15292174,NA,75805160,NA
cg15292196,NA,62704189,NA
cg15292635,NA,76753842,NA
cg15293322,NA,5741851,NA
cg15294367,NA,99757499,NA
cg15294537,NA,72723830,NA
cg15296094,NA,52650557,NA
cg15297110,NA,61707164,NA
cg15298164,20669125,9690367,R
cg15298273,NA,65706171,NA
cg15298624,NA,66754117,NA
cg15298634,NA,10603879,NA
cg15301611,NA,34704557,NA
cg15302534,NA,81645933,NA
cg15302547,NA,58754935,NA
cg15302879,NA,20671279,NA
cg15303324,NA,37653597,NA
cg15304357,NA,69767156,NA
cg15304497,NA,85744403,NA
cg15306097,NA,48764223,NA
cg15308481,NA,96766828,NA
cg15309030,NA,90698830,NA
cg15309974,NA,61763879,NA
cg15310004,NA,34632295,NA
cg15310102,NA,19714980,NA
cg15312434,NA,5694542,NA
cg15312458,NA,38753841,NA
cg15314236,NA,75710914,NA
cg15314519,NA,85759593,NA
cg15314715,NA,55709866,NA
cg15315127,NA,75778558,NA
cg15315710,NA,84753942,NA
cg15316343,NA,76748258,NA
cg15317449,NA,57804855,NA
cg15318407,NA,97714820,NA
cg15320886,NA,12668223,NA
cg15322352,NA,51745117,NA
cg15322932,NA,60738533,NA
cg15323015,NA,92631505,NA
cg15323371,NA,90675490,NA
cg15323542,NA,75661924,NA
cg15324373,NA,26682952,NA
cg15325057,NA,99810465,NA
cg15325373,NA,81653422,NA
cg15327229,NA,34622944,NA
cg15327921,96712332,8731925,R
cg15328344,NA,60770154,NA
cg15328594,NA,39723223,NA
cg15329972,NA,29625189,NA
cg15330117,41673549,89614432,G
cg15330270,NA,39710529,NA
cg15331093,NA,97634597,NA
cg15331238,NA,3630326,NA
cg15332281,NA,11629585,NA
cg15332580,NA,69710588,NA
cg15332710,NA,59783181,NA
cg15332970,NA,55762178,NA
cg15333906,NA,23802905,NA
cg15334728,NA,13771169,NA
cg15335837,NA,90740555,NA
cg15336560,88672394,90801219,R
cg15337108,NA,3641465,NA
cg15338129,NA,26796189,NA
cg15338812,NA,79653105,NA
cg15340018,NA,20609910,NA
cg15341340,NA,76701107,NA
cg15341462,NA,97743541,NA
cg15343023,NA,89716880,NA
cg15343536,NA,76608880,NA
cg15343541,NA,2625183,NA
cg15343900,NA,5692826,NA
cg15344028,NA,30755189,NA
cg15344031,NA,61725298,NA
cg15344988,NA,49681121,NA
cg15345285,NA,41793993,NA
cg15345525,NA,72740958,NA
cg15346475,NA,5646192,NA
cg15346644,NA,17604945,NA
cg15347824,NA,14809888,NA
cg15348679,69717932,9635176,G
cg15349127,NA,51806282,NA
cg15352113,52659520,99653502,R
cg15352172,NA,33670167,NA
cg15352279,NA,75775298,NA
cg15352321,NA,3802111,NA
cg15353421,94624385,99758394,R
cg15353626,NA,15763951,NA
cg15353998,NA,94677170,NA
cg15354349,NA,4642117,NA
cg15354625,NA,8667446,NA
cg15355508,NA,90725364,NA
cg15355909,NA,97668238,NA
cg15356666,NA,75740389,NA
cg15357236,NA,2720582,NA
cg15358562,NA,42799279,NA
cg15358663,NA,9675158,NA
cg15359021,NA,54614865,NA
cg15359095,NA,43744271,NA
cg15359143,NA,30725905,NA
cg15359544,NA,89787549,NA
cg15359792,NA,97771956,NA
cg15362498,NA,9725330,NA
cg15362955,NA,2652882,NA
cg15363713,NA,77654558,NA
cg15363953,NA,75711886,NA
cg15366562,NA,92692210,NA
cg15366711,NA,85632355,NA
cg15367924,NA,97703826,NA
cg15368026,NA,59727861,NA
cg15368050,NA,88690232,NA
cg15368664,NA,97714122,NA
cg15369693,NA,84737461,NA
cg15369744,NA,40653858,NA
cg15372488,NA,93606175,NA
cg15373360,NA,89777420,NA
cg15373911,NA,85627841,NA
cg15376789,NA,85734100,NA
cg15377343,NA,48795555,NA
cg15377518,NA,7636986,NA
cg15377754,NA,46675533,NA
cg15378021,NA,20616916,NA
cg15378605,NA,9799535,NA
cg15380538,NA,9796504,NA
cg15381220,NA,97701391,NA
cg15381313,NA,76712269,NA
cg15381769,NA,60758110,NA
cg15383435,NA,40732222,NA
cg15383487,NA,58805880,NA
cg15383869,NA,62740251,NA
cg15384400,NA,5652119,NA
cg15384821,NA,76783457,NA
cg15385409,NA,2671181,NA
cg15385778,NA,10668821,NA
cg15388054,NA,96692154,NA
cg15391182,NA,9797406,NA
cg15391310,NA,60625965,NA
cg15391710,NA,65743280,NA
cg15393941,NA,92614130,NA
cg15394213,NA,76703175,NA
cg15395168,NA,42653224,NA
cg15395261,NA,95724124,NA
cg15396498,1777460,76791879,R
cg15397234,NA,35799940,NA
cg15398301,NA,56697522,NA
cg15400000,NA,61660147,NA
cg15402853,NA,31705193,NA
cg15403104,NA,3731524,NA
cg15403305,10675546,47691847,R
cg15403466,NA,2787235,NA
cg15405572,NA,2690959,NA
cg15405662,NA,78696922,NA
cg15406261,NA,97723385,NA
cg15406797,NA,92633380,NA
cg15408048,NA,5742867,NA
cg15408129,88603585,13772567,G
cg15408728,NA,75654972,NA
cg15410587,NA,7641339,NA
cg15411708,NA,38732879,NA
cg15411810,77654102,26723267,G
cg15411868,NA,9653174,NA
cg15411900,NA,77764506,NA
cg15412281,NA,7730905,NA
cg15412759,NA,70617267,NA
cg15416032,NA,88741131,NA
cg15416058,NA,97609142,NA
cg15416233,NA,68689538,NA
cg15417124,NA,15779550,NA
cg15417880,NA,7646990,NA
cg15419333,NA,95779138,NA
cg15419564,NA,39802273,NA
cg15420817,NA,64678580,NA
cg15425194,NA,68719935,NA
cg15425233,NA,5609269,NA
cg15425757,NA,84720885,NA
cg15426047,NA,96787908,NA
cg15426572,NA,35657125,NA
cg15426639,NA,90716403,NA
cg15427101,NA,5689244,NA
cg15427448,15775540,96736482,G
cg15428228,NA,55637837,NA
cg15428654,NA,3783301,NA
cg15428926,NA,19795267,NA
cg15430884,NA,76657222,NA
cg15431157,NA,89717150,NA
cg15431715,NA,75773238,NA
cg15432120,NA,81674949,NA
cg15433157,NA,73611865,NA
cg15435568,NA,5758119,NA
cg15436091,NA,75652438,NA
cg15436482,NA,85801372,NA
cg15436708,2769251,9635828,G
cg15436852,NA,21760228,NA
cg15436903,NA,81705130,NA
cg15436910,NA,34649946,NA
cg15437154,NA,97669370,NA
cg15437942,NA,4731269,NA
cg15439059,NA,72616894,NA
cg15439160,NA,17690123,NA
cg15439266,NA,9718403,NA
cg15439774,NA,92660276,NA
cg15440561,NA,3771499,NA
cg15442538,NA,90626489,NA
cg15442907,NA,99701260,NA
cg15443205,NA,95730582,NA
cg15443828,27759840,3792451,R
cg15443969,NA,50608125,NA
cg15444277,NA,81789585,NA
cg15444788,NA,74716912,NA
cg15444935,NA,61663182,NA
cg15445008,NA,56661949,NA
cg15446343,NA,15654254,NA
cg15446847,NA,71645888,NA
cg15446958,NA,60749862,NA
cg15447071,NA,3746384,NA
cg15447133,NA,70765836,NA
cg15447184,NA,97729988,NA
cg15447479,NA,91717459,NA
cg15447614,99637285,96712973,R
cg15451672,NA,63605101,NA
cg15451835,NA,2719462,NA
cg15451847,NA,27724193,NA
cg15452502,NA,35642553,NA
cg15454070,NA,60716912,NA
cg15456045,67639267,42714219,R
cg15456301,NA,53759249,NA
cg15456422,NA,34713117,NA
cg15456734,NA,66730552,NA
cg15461720,NA,88810967,NA
cg15462232,NA,41686908,NA
cg15462582,NA,30808927,NA
cg15462941,NA,41716539,NA
cg15463769,NA,51717836,NA
cg15463975,NA,3737117,NA
cg15464531,NA,99607415,NA
cg15466600,NA,25654141,NA
cg15468631,NA,76637138,NA
cg15469181,NA,49623121,NA
cg15469463,NA,41750520,NA
cg15471499,NA,68644988,NA
cg15471501,NA,2703438,NA
cg15472612,NA,17692101,NA
cg15474591,NA,47647855,NA
cg15474809,NA,11776239,NA
cg15474859,NA,66777103,NA
cg15475254,NA,62624988,NA
cg15476202,NA,99807428,NA
cg15476397,NA,85753221,NA
cg15476781,NA,28655267,NA
cg15476974,NA,80640489,NA
cg15477904,NA,67742142,NA
cg15478432,NA,98695298,NA
cg15479464,NA,53711868,NA
cg15479466,NA,20741578,NA
cg15480367,NA,75761496,NA
cg15482183,NA,9714549,NA
cg15482199,NA,88790978,NA
cg15484756,NA,4769209,NA
cg15485474,NA,69724130,NA
cg15486257,NA,79623279,NA
cg15486572,NA,76674382,NA
cg15486794,NA,90685826,NA
cg15488194,NA,77700890,NA
cg15489301,NA,98762961,NA
cg15492552,31784956,41734885,R
cg15495083,NA,57654821,NA
cg15495108,NA,69724284,NA
cg15496507,NA,43687905,NA
cg15496558,NA,76631297,NA
cg15498283,38746825,76653974,G
cg15498790,NA,5798491,NA
cg15498889,NA,5779139,NA
cg15502196,NA,5731348,NA
cg15503058,NA,45629139,NA
cg15503346,NA,9707235,NA
cg15504185,NA,29715542,NA
cg15505103,NA,5775251,NA
cg15505890,NA,7653311,NA
cg15507166,NA,26609847,NA
cg15508321,NA,31633156,NA
cg15508997,NA,41622258,NA
cg15509914,NA,5637886,NA
cg15511156,NA,58621861,NA
cg15511420,NA,62717839,NA
cg15512297,NA,75692447,NA
cg15512887,NA,9775263,NA
cg15513100,NA,68803958,NA
cg15513402,NA,28803980,NA
cg15513476,NA,9643238,NA
cg15513556,NA,95724140,NA
cg15513586,NA,95713836,NA
cg15513826,NA,17773856,NA
