CpG ID,Coefficient,Coefficient rounded,Symbol,strand,ENSEMBL,Gene Length,annotation,Chromatin State,PRC Binding Site,CpG Island,Human hg38,Mouse mm9
cg25724940,0.035382934,0.035,CASZ1,+,ENSG00000130940,160068,"Intron (uc001aro.4/54897, intron 4 of 20)",EnhWk3,None,TRUE,chr1:10738653,NA
cg25729109,0.02676919,0.027,BCL11B,-,ENSG00000127152,102198,"Exon (uc001yga.3/64919, exon 4 of 4)",TxEnh5,None,FALSE,chr14:99640541,chr12:109153663
cg25960553,0.127360099,0.13,PAFAH1B1,+,ENSG00000007168,90872,"Exon (uc002fuw.4/5048, exon 10 of 11)",TxEx2,None,TRUE,chr17:2583479,chr11:74493094
cg26107500,0.032846586,0.033,TIFAB,-,ENSG00000255833,3532,Distal Intergenic,EnhWk4,None,TRUE,chr5:134813000,chr13:56310022
cg26174523,0.132623089,0.13,MIR548F5,-,ENSG00000221348,467457,"Exon (uc001uve.4/9201, exon 13 of 14)",EnhA6,None,TRUE,chr13:36362413,chr3:55325780
cg26286303,0.064821891,0.065,CYFIP2,-,ENSG00000055163,129516,"Exon (uc003lwt.3/26999, exon 12 of 28)",Tx5,None,TRUE,chr5:156750004,chr11:46072197
cg26364287,9.95E-05,1.00E-04,TMTC2,+,ENSG00000179104,447134,Distal Intergenic,Quies3,None,TRUE,chr12:83528441,NA
cg26424339,-0.055530111,-0.056,RREB1,+,ENSG00000124782,144384,"Intron (uc021yky.1/6239, intron 1 of 11)",PromF3,None,TRUE,chr6:7109954,chr13:37919836
cg26625831,-0.035014914,-0.035,VCL,+,ENSG00000035403,124964,"Exon (uc009xrr.3/7414, exon 19 of 23)",TxEx1,None,TRUE,chr10:75867020,chr14:21841257
cg26848592,-0.054669976,-0.055,POLA1,-,ENSG00000101868,303039,"Intron (uc004dbl.3/5422, intron 35 of 36)",EnhWk4,None,TRUE,chr23:24946510,chr20:90623109
cg26866187,0.042585564,0.043,SHOX2,-,ENSG00000168779,10153,Distal Intergenic,ReprPC5,None,TRUE,chr3:157676407,NA
cg26879409,0.024363931,0.024,CACNA1A,-,ENSG00000141837,69515,"Exon (uc002mwx.3/773, exon 2 of 23)",DNase1,None,TRUE,chr19:13373594,chr8:87103421
cg26879836,0.10299359,0.1,BDNF,+,ENSG00000176697,67164,Promoter (<=1kb),ReprPC1,PRC2,TRUE,chr11:27743064,chr2:109515391
cg26939043,-0.140334482,-0.14,PRRX1,+,ENSG00000116132,75229,3' UTR,EnhA2,None,TRUE,chr1:170699448,chr1:165184148
cg26976812,-0.279207703,-0.28,PEX14,+,ENSG00000142655,155813,"Intron (uc009vmu.1/5195, intron 3 of 4)",EnhA5,None,TRUE,chr1:10658867,chr4:148358699
cg27231389,0.001183896,0.0012,YTHDC1,+,ENSG00000083896,39720,"Exon (uc003hdx.3/91746, exon 11 of 17)",TxEx2,None,TRUE,chr4:69188491,chr5:87257121
cg27244652,-0.116751793,-0.12,CYLD,+,ENSG00000083799,4920,Distal Intergenic,BivProm1,None,FALSE,chr16:50875321,chr8:91303508
cg27273520,0.01625939,0.016,PIPOX,-,ENSG00000179761,14319,"Intron (uc002hdr.1/51268, intron 2 of 7)",EnhA19,None,TRUE,chr17:27375686,chr11:77701069
cg27356290,0.008971115,0.009,KDM2A,+,ENSG00000173120,138811,3' UTR,TxEx3,None,TRUE,chr11:67023771,chr19:4317872
cg27379398,-0.042459608,-0.042,CDH6,+,ENSG00000113361,58200,Distal Intergenic,EnhWk4,None,TRUE,chr5:30926599,chr15:13391608
cg27379399,0.09481275,0.095,AHDC1,+,ENSG00000126705,69388,Promoter (<=1kb),PromF5,None,TRUE,chr1:27929277,chr4:132568827
cg27394581,0.086820981,0.087,CHD3,-,ENSG00000170004,27953,"Exon (uc002gjd.2/1107, exon 38 of 40)",TxEx3,None,TRUE,chr17:7813838,chr11:69159043
cg27432588,0.03061754,0.031,MIR1253,-,ENSG00000221200,105,Distal Intergenic,ReprPC5,None,TRUE,chr17:2638396,chr11:74443526
cg27467665,-0.000575184,-0.00058,SMG1,-,ENSG00000157106,55924,3' UTR,TxEx2,None,TRUE,chr16:18820800,chr7:125278964
