CpG ID,Coefficient,Coefficient rounded,Symbol,strand,ENSEMBL,Gene Length,annotation,Chromatin State,PRC Binding Site,CpG Island,Human hg38,Mouse mm9
cg21128693,0.000637661,0.00064,EBF3,+,ENSG00000108001,128596,"Exon (uc001lki.2/253738, exon 14 of 16)",TxWk2,None,TRUE,chr10:131639084,chr7:144390753
cg21221291,0.074008476,0.074,ZFHX3,-,ENSG00000140836,265489,"Intron (uc002fck.3/463, intron 1 of 9)",Tx3,None,TRUE,chr16:72995976,chr8:111314278
cg21246299,-0.035392333,-0.035,NFIX,+,ENSG00000008441,103027,"Intron (uc002mwd.3/4784, intron 9 of 9)",EnhA2,None,TRUE,chr19:13202344,chr8:87236572
cg21330751,0.040188353,0.04,MAP2K5,+,ENSG00000137764,264435,"Intron (uc002aqu.3/5607, intron 19 of 21)",EnhWk8,None,TRUE,chr15:68060980,chr9:63046129
cg21347683,0.270348361,0.27,NAA25,+,ENSG00000111300,82143,"Exon (uc001ttn.4/80018, exon 15 of 24)",TxEx2,None,TRUE,chr12:112487342,NA
cg21421053,0.079795235,0.08,MAPKAP1,-,ENSG00000119487,269841,"Intron (uc010mwz.3/79109, intron 4 of 8)",EnhA17,None,TRUE,chr9:128277929,chr2:34412332
cg21473984,-0.038670948,-0.039,EDN2,+,ENSG00000127129,5429,Distal Intergenic,TSS2,None,TRUE,chr1:41847980,chr4:119940894
cg21531455,0.021272775,0.021,INSC,-,ENSG00000188487,98109,Distal Intergenic,Acet8,None,TRUE,chr11:15644243,chr7:122337149
cg21693485,-0.244967552,-0.24,PAX2,+,ENSG00000075891,84231,Distal Intergenic,ReprPC2,None,TRUE,chr10:102444039,chr19:44770289
cg21738347,-0.127307315,-0.13,TNRC6B,+,ENSG00000100354,290992,3' UTR,TxEnh6,None,TRUE,chr22:40721910,NA
cg21799154,-0.014869933,-0.015,MEIS1,-,ENSG00000143995,129015,Downstream (1-2kb),PromF5,None,TRUE,chr2:66801924,chr11:18778258
cg21800749,0.004317759,0.0043,SCN1A,-,ENSG00000144285,159973,"Exon (uc010fpk.3/6323, exon 1 of 26)",EnhA16,None,TRUE,chr2:166930063,NA
cg21865654,0.113881815,0.11,TMEM260,-,ENSG00000070269,69895,"Intron (uc001xcj.3/54916, intron 3 of 14)",Tx8,None,TRUE,chr14:57057648,NA
cg21927949,0.086432568,0.086,TNR,+,ENSG00000116147,420818,3' UTR,ReprPC5,None,TRUE,chr1:175365737,chr1:161788513
cg21944491,-0.030921517,-0.031,LTBP4,+,ENSG00000090006,5577,Promoter (<=1kb),TSS1,None,FALSE,chr19:41119829,chr7:28107422
cg21950131,-0.094997614,-0.095,CUX2,-,ENSG00000111249,316531,Distal Intergenic,HET2,None,TRUE,chr12:111450199,chr5:122513718
cg21969265,0.078213333,0.078,NOG,-,ENSG00000183691,1892,Distal Intergenic,Quies3,None,TRUE,chr17:54694925,NA
cg22006949,-0.130005104,-0.13,CTDSP2,-,ENSG00000175215,27038,Promoter (<=1kb),PromF4,None,FALSE,chr12:58240501,chr10:126416004
cg22007739,0.053255996,0.053,ASH1L,+,ENSG00000116539,227273,3' UTR,Tx6,None,TRUE,chr1:155305329,NA
cg22034086,-0.058798947,-0.059,SUZ12,+,ENSG00000178691,64014,Promoter (<=1kb),PromF4,None,TRUE,chr17:30264474,chr11:79807036
cg22048239,-0.06264573,-0.063,FBXO33,+,ENSG00000165355,36128,3' UTR,Tx7,None,TRUE,chr14:39867480,chr12:60302159
cg22057720,-0.002394728,-0.0024,SLITRK1,-,ENSG00000178235,5186,Promoter (<=1kb),BivProm2,None,TRUE,chr13:84455651,chr14:109312503
cg22061411,-0.077786611,-0.078,ZBTB44,-,ENSG00000196323,88034,"Exon (uc001qga.3/29068, exon 5 of 8)",TxEx2,None,TRUE,chr11:130106898,chr9:30874333
cg22167768,0.000194724,0.00019,NOL4L,+,ENSG00000197183,142014,"Exon (uc031rss.1/140688, exon 2 of 11)",PromF1,None,TRUE,chr20:31115633,chr2:153309495
cg22210012,-3.64E-05,-3.60E-05,LINC01343,-,ENSG00000237290,5734,Distal Intergenic,EnhA18,None,TRUE,chr1:38736773,chr4:124132964
cg22213242,0.097722388,0.098,CD248,-,ENSG00000174807,2558,Promoter (<=1kb),EnhA1,None,FALSE,chr11:66083573,chr19:5069050
cg22330612,0.029058658,0.029,VCL,+,ENSG00000035403,124964,"Exon (uc009xrr.3/7414, exon 19 of 23)",TxEx1,None,TRUE,chr10:75867081,chr14:21841318
cg22427423,0.041693789,0.042,RAB6A,-,ENSG00000175582,84456,"Exon (uc021qnd.1/5870, exon 4 of 8)",TxEx1,None,TRUE,chr11:73429909,chr7:107778205
cg22507874,0.039454773,0.039,UBE2E3,-,ENSG00000170035,83039,3' UTR,Tx6,None,TRUE,chr2:181927606,NA
cg22527167,0.013588669,0.014,PRDM13,+,ENSG00000112238,8805,Promoter (<=1kb),ReprPC1,PRC2,TRUE,chr6:100054403,chr4:21613312
cg22661206,0.003052395,0.0031,IKZF1,+,ENSG00000185811,128421,"Intron (uc003tow.4/10320, intron 4 of 7)",EnhWk6,None,TRUE,chr7:50449774,chr11:11653549
cg22675140,0.008291127,0.0083,TFAP2B,-,ENSG00000008196,28888,"Intron (uc003pag.3/7021, intron 6 of 6)",ReprPC1,PRC2,TRUE,chr6:50808745,chr1:19221947
cg22766890,-0.070036212,-0.07,WNT11,+,ENSG00000085741,19196,"Exon (uc021qnm.1/uc021qnm.1, exon 1 of 1)",TSS1,None,FALSE,chr11:75946878,chr7:105963986
cg22773167,-0.057316643,-0.057,RHOB,-,ENSG00000143878,2367,Promoter (<=1kb),PromF4,None,FALSE,chr2:20647295,chr12:8506369
cg22792446,-0.017588123,-0.018,IFT43,+,ENSG00000119650,98321,"Intron (uc001xsf.2/112752, intron 5 of 6)",EnhWk4,None,TRUE,chr14:76541982,chr12:87494672
cg22828746,0.00894388,0.0089,ADAMTSL1,+,ENSG00000178031,436869,"Exon (uc003znb.3/92949, exon 10 of 10)",TxWk2,None,TRUE,chr9:18680457,chr4:85894022
cg22934566,0.083100299,0.083,KALRN,-,ENSG00000160145,425171,3' UTR,TxWk2,None,TRUE,chr3:124237265,chr16:34153572
cg23024952,0.03337641,0.033,EIF4G1,+,ENSG00000114867,20864,5' UTR,PromF6,None,TRUE,chr3:184033963,chr16:20674344
cg23037560,0.041302807,0.041,AUTS2,+,ENSG00000158321,1193981,"Intron (uc003tvw.4/26053, intron 5 of 18)",EnhWk3,None,TRUE,chr7:69902013,chr5:132245474
cg23078557,-0.040006236,-0.04,VRK1,-,ENSG00000100749,84268,Distal Intergenic,EnhWk5,None,TRUE,chr14:97431607,chr12:107367708
cg23089474,-0.895619566,-0.9,SPRY4,+,ENSG00000187678,14629,Distal Intergenic,TSS1,PRC2,FALSE,chr5:141736621,chr18:38791327
cg23148651,-0.017656148,-0.018,SOX4,+,ENSG00000124766,4878,Promoter (<=1kb),TSS2,PRC2,TRUE,chr6:21593857,chr13:29045682
cg23160683,-0.342249909,-0.34,MED12L,-,ENSG00000144893,73136,"Exon (uc003eym.1/116931, exon 2 of 7)",TSS1,PRC2,FALSE,chr3:150804725,chr3:58810935
cg23319205,0.026243568,0.026,RGS9,-,ENSG00000108370,73325,"Exon (uc021ubw.1/8787, exon 17 of 17)",ReprPC6,None,TRUE,chr17:63206742,chr11:109097194
cg23361259,0.242773945,0.24,BAZ1A,-,ENSG00000198604,122917,"Exon (uc001wsk.3/11177, exon 3 of 27)",Tx4,None,TRUE,chr14:35331349,chr12:56076190
cg23525713,-0.0533705,-0.053,ZNF521,+,ENSG00000198795,290327,"Intron (uc002kvk.2/25925, intron 5 of 7)",EnhA17,None,TRUE,chr18:22693324,chr18:13897656
cg23572376,-0.162631584,-0.16,FOXC1,+,ENSG00000054598,3449,Promoter (<=1kb),TSS2,None,FALSE,chr6:1610120,chr13:31898472
cg23644617,0.000163631,0.00016,LOC100507373,-,ENSG00000267169,34112,3' UTR,EnhWk5,None,TRUE,chr19:14258705,chr8:86465703
cg23763736,-0.111395552,-0.11,ASIC2,+,ENSG00000108684,1143720,"Intron (uc002hhu.3/40, intron 1 of 9)",BivProm2,PRC2,FALSE,chr17:31620378,chr11:80967223
cg23797553,-0.024063949,-0.024,DEFB112,+,ENSG00000180872,5077,Distal Intergenic,EnhA14,None,TRUE,chr6:50061300,chr1:18297917
cg23801118,-0.033067035,-0.033,ACACA,-,ENSG00000278540,214766,"Intron (uc002hnk.3/31, intron 24 of 54)",TxEnh5,None,TRUE,chr17:35590168,chr11:84085599
cg23923649,-0.000526898,-0.00053,HS6ST3,+,ENSG00000185352,748724,Promoter (<=1kb),BivProm1,PRC2,FALSE,chr13:96743191,chr14:119537711
cg24011653,0.005550031,0.0056,SETD1A,-,ENSG00000099381,27367,"Exon (uc002ead.1/9739, exon 2 of 19)",PromF6,None,TRUE,chr16:30970090,chr7:134921679
cg24033697,-0.057724929,-0.058,PKP4,+,ENSG00000144283,224465,"Exon (uc002tzv.3/8502, exon 21 of 22)",Tx5,None,TRUE,chr2:159535158,chr2:59190384
cg24037767,0.070401997,0.07,SMUG1,-,ENSG00000123415,7503,Distal Intergenic,EnhWk2,None,TRUE,chr12:54555029,chr15:102966211
cg24221639,0.140716355,0.14,ADGRL3,+,ENSG00000150471,871195,"Exon (uc003hcq.4/23284, exon 12 of 26)",EnhA18,None,TRUE,chr4:62778452,chr5:82092426
cg24293580,0.015727138,0.016,MBD5,-,ENSG00000204406,492465,"Exon (uc002two.3/55777, exon 1 of 6)",TxWk2,None,TRUE,chr2:149241453,chr2:49128326
cg24387002,0.002188119,0.0022,RUNX3,+,ENSG00000020633,35535,Distal Intergenic,ReprPC4,None,TRUE,chr1:25416606,chr4:134582205
cg24412399,-0.062658312,-0.063,LHX2,-,ENSG00000106689,21554,Distal Intergenic,BivProm2,PRC2,TRUE,chr9:126759148,NA
cg24446586,0.166170361,0.17,HOXA11-AS,-,ENSG00000240990,3886,Promoter (<=1kb),BivProm1,PRC2,FALSE,chr7:27225078,chr6:52196034
cg24451994,0.009443067,0.0094,BRINP3,-,ENSG00000162670,379963,"Exon (uc010pot.1/339479, exon 2 of 7)",Acet2,None,TRUE,chr1:190423854,chr1:148362013
cg24509515,0.029515529,0.03,ZBTB7C,-,ENSG00000184828,382025,"Exon (uc002ldb.3/201501, exon 3 of 3)",TxWk2,None,TRUE,chr18:45556238,chr18:76305378
cg24596898,-0.026845623,-0.027,EDN2,+,ENSG00000127129,5429,Distal Intergenic,BivProm1,PRC2,TRUE,chr1:41849189,chr4:119939756
cg24597392,0.072770015,0.073,RBFOX2,+,ENSG00000100320,101848,"Exon (uc003aoh.4/23543, exon 5 of 12)",Tx3,None,TRUE,chr22:36164384,chr15:76936087
cg24673283,0.01550716,0.016,BUB3,+,ENSG00000154473,11127,Distal Intergenic,ReprPC2,None,TRUE,chr10:125033962,chr7:138836084
cg24979496,-0.046079811,-0.046,TRPM3,+,ENSG00000083067,586549,"Exon (uc004ahx.3/80036, exon 13 of 26)",Quies3,None,TRUE,chr9:73240432,chr19:22971974
cg24987024,0.009908162,0.0099,CCDC88A,-,ENSG00000115355,132080,"Exon (uc002ryu.2/55704, exon 12 of 18)",Tx7,None,TRUE,chr2:55529120,chr11:29398499
cg25010729,0.0363807,0.036,UBE4A,+,ENSG00000110344,39631,"Exon (uc001psv.3/9354, exon 11 of 20)",TxEx2,None,TRUE,chr11:118250201,chr9:44750912
cg25242626,-0.041391458,-0.041,BCL11B,-,ENSG00000127152,102198,Promoter (<=1kb),BivProm1,None,FALSE,chr14:99738638,chr12:109242382
cg25361778,-0.066709458,-0.067,POU6F2,+,ENSG00000106536,486782,"Intron (uc003thb.2/11281, intron 5 of 10)",ReprPC4,None,TRUE,chr7:39276140,chr13:18428538
cg25387936,-0.074695323,-0.075,TNRC6A,+,ENSG00000090905,96499,5' UTR,TxEx2,None,TRUE,chr16:24816383,chr7:130324102
cg25455370,-0.04615411,-0.046,CREB5,+,ENSG00000146592,526572,5' UTR,PromF5,PRC2,FALSE,chr7:28449009,chr6:53237334
cg25488613,0.143082142,0.14,DHX15,+,ENSG00000109606,11686,"Exon (uc003gqw.3/1665, exon 1 of 4)",TxEnh4,None,TRUE,chr4:24538755,NA
cg25498212,0.275771132,0.28,FOSL2,+,ENSG00000075426,23777,Promoter (<=1kb),PromF4,PRC2,FALSE,chr2:28616580,chr5:32439069
cg25628588,0.019136696,0.019,TRPS1,+,ENSG00000104447,260505,"Exon (uc011lhy.2/7227, exon 2 of 6)",TxEnh4,None,TRUE,chr8:116631435,chr15:50677636
cg25653550,-0.152263956,-0.15,GRK5,+,ENSG00000198873,247935,5' UTR,Tx3,None,TRUE,chr10:121086042,chr19:61063619
cg25710138,0.017474699,0.017,MIR137HG,+,ENSG00000225206,61694,Promoter (<=1kb),BivProm2,PRC2,TRUE,chr1:98515445,chr3:118132968
cg25729765,-0.276032698,-0.28,SP3,+,ENSG00000172845,59244,Promoter (<=1kb),PromF4,None,FALSE,chr2:174829932,chr2:72818346
cg25773960,0.429075994,0.43,BUB3,+,ENSG00000154473,11127,3' UTR,TxEx1,None,TRUE,chr10:124922313,chr7:138712204
cg25843465,0.40488426,0.4,HOOK3,-,ENSG00000168172,133650,"Intron (uc010lxq.1/84376, intron 5 of 15)",Tx4,None,TRUE,chr8:42803644,chr8:27194247
cg25863673,0.000692865,0.00069,FOXN3,-,ENSG00000053254,462979,"Intron (uc001xxo.4/1112, intron 1 of 6)",EnhA17,None,TRUE,chr14:89960506,chr12:100696181
cg26071781,0.001215221,0.0012,G2E3,-,ENSG00000092140,60718,Distal Intergenic,EnhA6,None,TRUE,chr14:30742640,NA
cg26107500,0.013656629,0.014,TIFAB,-,ENSG00000255833,3532,Distal Intergenic,EnhWk4,None,TRUE,chr5:134813000,chr13:56310022
cg26149636,-0.186100286,-0.19,EIF4E2,+,ENSG00000135930,32993,"Exon (uc010zmi.1/9470, exon 5 of 5)",TxEx2,None,TRUE,chr2:233431928,chr1:89122812
cg26161880,0.033080028,0.033,TBCA,-,ENSG00000171530,85191,Distal Intergenic,BivProm2,PRC2,TRUE,chr5:77268117,chr13:95366474
cg26163855,-0.176745997,-0.18,SRRM1,-,ENSG00000133226,30179,Promoter (<=1kb),PromF4,PRC2,FALSE,chr1:24969836,chr4:134909013
cg26186239,0.011002386,0.011,EEF1A2,-,ENSG00000101210,11304,3' UTR,BivProm3,PRC2,FALSE,chr20:62119492,chr2:180882521
cg26286303,0.056053268,0.056,CYFIP2,-,ENSG00000055163,129516,"Exon (uc003lwt.3/26999, exon 12 of 28)",Tx5,None,TRUE,chr5:156750004,chr11:46072197
cg26304840,-0.056734722,-0.057,BTRC,-,ENSG00000166167,203289,"Intron (uc001ksz.2/8945, intron 1 of 1)",Tx3,None,TRUE,chr10:103211596,chr19:45521273
cg26316946,0.033393208,0.033,GRIK2,-,ENSG00000164418,346350,Promoter (<=1kb),BivProm2,PRC2,FALSE,chr6:101846967,chr10:49503250
cg26347591,0.257221332,0.26,BARHL2,-,ENSG00000143032,5216,Promoter (1-2kb),BivProm2,PRC2,TRUE,chr1:91184658,chr5:106888651
cg26439200,-0.016754492,-0.017,MIR2113,+,ENSG00000238367,89,Distal Intergenic,EnhWk8,None,TRUE,chr6:98333300,chr4:23681155
cg26448677,-0.003543224,-0.0035,LHX1,+,ENSG00000273706,7144,Distal Intergenic,EnhA18,None,TRUE,chr17:35195117,chr11:84424463
cg26465231,0.054100604,0.054,NPTN,-,ENSG00000156642,73410,"Exon (uc002avr.3/27020, exon 7 of 8)",Tx6,None,TRUE,chr15:73854270,chr9:58499105
cg26637809,0.01872397,0.019,HOXD10,-,ENSG00000128710,3179,Promoter (<=1kb),ReprPC1,PRC2,TRUE,chr2:176981826,chr2:74530301
cg26830742,-0.063323606,-0.063,FAM241A,+,ENSG00000174749,43685,Distal Intergenic,ReprPC4,None,TRUE,chr4:112557102,chr3:128047078
cg26853813,-0.001813524,-0.0018,PHF21A,+,ENSG00000135365,192116,5' UTR,TxEx2,None,TRUE,chr11:45992733,chr2:92167254
cg26976812,-0.693659367,-0.69,PEX14,+,ENSG00000142655,155813,"Intron (uc009vmu.1/5195, intron 3 of 4)",EnhA5,None,TRUE,chr1:10658867,chr4:148358699
cg27062689,0.0223108,0.022,RBM12,+,ENSG00000244462,16032,5' UTR,TxEx1,None,TRUE,chr20:34243148,chr2:155923990
cg27231389,0.228025706,0.23,YTHDC1,+,ENSG00000083896,39720,"Exon (uc003hdx.3/91746, exon 11 of 17)",TxEx2,None,TRUE,chr4:69188491,chr5:87257121
cg27231496,-0.034429593,-0.034,VCL,-,ENSG00000035403,124964,"Exon (uc009xrr.3/7414, exon 21 of 23)",TxEnh4,None,TRUE,chr10:75873999,chr14:21848455
cg27244652,-0.03439513,-0.034,CYLD,+,ENSG00000083799,4920,Distal Intergenic,BivProm1,None,FALSE,chr16:50875321,chr8:91303508
cg27273520,0.002513067,0.0025,PIPOX,-,ENSG00000179761,14319,"Intron (uc002hdr.1/51268, intron 2 of 7)",EnhA19,None,TRUE,chr17:27375686,chr11:77701069
cg27512951,0.0708139,0.071,EIF4E2,+,ENSG00000135930,32993,"Intron (uc002vtb.1/9470, intron 6 of 6)",TxEnh8,None,TRUE,chr2:233439020,chr1:89129025
